"doi","doi_raw","source","date","title","abstract_text","abstract_available","linked_project_available","raw_id","matched_query_term","prefilter_pass","title_match","abstract_match","ema_exclusive","triage_status","triage_model","triage_prompt_version","triage_timestamp","relevant_esm","empirical_study","data_openly_available","data_access_route","priority","confidence","reason","raw_model_response","error_message"
"10.5281/zenodo.21854155","https://doi.org/10.5281/zenodo.21854155","openalex","2026-08-08","The Chameleon Neuron: Emergent Retention, Transmutation, and Abstention in a Continual-Learning Organism","We present the Chameleon Neuron, a continual-learning organism whose unit is a low-rankstem neuron with epigenetic marks and a context meta-selector, organized as a dynamicpopulation that grows by neurogenesis, specializes into niches, and consolidates offline.Rather than treating forgetting, domain adaptation and out-of-distribution (OOD) detectionas separate problems, we show that three capabilities coexist on one substrate, withoutbinary masks and without replay: retention (not forgetting), transmutation (classifyingknown-but-corrupted inputs), and abstention (rejecting true OOD). We validate onSplit-CIFAR-100 over frozen ResNet-18 features (5 seeds) and, unusually, audit our ownclaims adversarially, reporting what survives and what does not. We do not claim per-axissupremacy: retention matches PackNet at the reported size (BWT -0.00 +/- 0.16%, 85.10 +/-0.43%), but at matched parameters PackNet and EWC pull ahead, and a learned L2P-stylerouter beats our task-free routing (55.8% vs 38.6% Class-IL) with 1/26 of the parameters.One robustness result turns a principle into a method: signal decoupling. A decoupledlearned gate combining distance and energy is the only detector strong on both far- andnear-OOD (0.99 far, 0.83 SVHN), where distance collapses on near-OOD and energy is weak onfar-OOD; the contribution is insurance against regime collapse, not an accuracy win. Theaudit methodology is itself a contribution: it exposed and made us fix an abstention gatecalibrated on the test set, and routing inflated by homogeneous batches plus an EMA-scalebug (honest per-sample routing 36% -> 44.6%). Every number that survived bad faith isreported as such; every one that did not, we fixed or retired.",TRUE,FALSE,"https://openalex.org/W7201982585","ema",TRUE,FALSE,TRUE,TRUE,"ok","mistral-medium-3.5-128b","v2","2026-08-13 10:19:23 CEST",FALSE,FALSE,FALSE,"unclear","low",1,"Non-human-behavior topic (continual-learning organism, machine learning) with no ESM/EMA relevance.","{ ""relevant_esm"": false, ""empirical_study"": false, ""data_openly_available"": false, ""data_access_route"": ""unclear"", ""priority"": ""low"", ""confidence"": 1.0, ""reason"": ""Non-human-behavior topic (continual-learning organism, machine learning) with no ESM/EMA relevance."" }",
"10.5281/zenodo.21854649","https://doi.org/10.5281/zenodo.21854649","openalex","2026-08-08","UNITARES: runtime governance for heterogeneous AI-agent fleets","[2.14.0] - 2026-06-28 Backfill of notable changes merged between 2.13.0 (2026-05-04) and this release. pyproject.toml/VERSION bumped to 2.14.0. Added orchestrator: BEAM-native ephemeral-agent orchestrator (Layer A, v0) with lineage + server_url provisioning for spawned agents (#581, #648, #650, #589, #588) lease-plane: BEAM hot-code-reload via named node (#570); agent:/ ephemeral-agent presence scheme, self-healing (#588) wave-3: §14 prerequisites — shadow DDL, divergence comparator, event types, measurement helpers/lint/lease baseline (starts the 14-day clock) (#597, #599) floor: identity-free substrate observation sink for un-onboarded sessions (#669) governance: corroboration grading for outcome events (#681); escalate paused residents to the operator (#687) identity: lifecycle visibility surface (#683) governance: cadence-silence — soft detection of active-then-silent agents (#594) kg: fold tag normalize() into the write path + lifecycle synonym pass + backfill (#671) dialectic: heterogeneous structured-JSON reviewer replaces text-scrape (#563) lifecycle: bucket test agents separately in identity_health counts (#645) sdk: thread connect_timeout/connect_retries through GovernanceAgent (#560); PyPI-ready packaging + tag-driven trusted-publishing workflow (#649) dashboard: persist one-time ?operator_token= handoff into localStorage (#643) Changed residents: roster + progress registry are now deployment config, empty by default (#694) workflow: unify Codex/Claude GitHub delivery conventions (#680); route stuck work to draft PRs (#651) mirror: reflect, don't advise — strip prescription from mirror mode (#583); novelty-gate complexity line, disclose proxy basis, surface phi (#603) dashboard: unify on a neutral color system (color = status) (#561); reduce knowledge polling (#684) watcher: demote P008 to experimental (#659) remove the never-consulted rate_limit_exempt decorator flag (#660) Fixed governance/eisv: gate self-relative risk by absolute basin health (#689, #696); floor z-score sensitivity for stable agents + anchor quick-resume to target coherence (#686); scale EISV z-floor by EMA alpha (#699); warmup structural grace suppresses cold-ODE false-pauses post-restart (#577); restore behavioral baseline on DB hydrate (#575) §129: un-blind the substrate-tax gate (nesting) + stop counting shutdown noise (#576) identity: strict gate keys on caller-proven binding, not binding-presence (#674, #675); single-flight + PG adopt-winner for operator-token first-use mint race (#646); stop laundering server-injected fingerprint CSID into the strong assurance tier (#682); anonymous auto-mint must not use the reserved mcp_ prefix (#598); subagent onboards must not displace the driver's fingerprint pin (#604); lineage successor suppresses parent stuck-flag (#677) kg: close write-path bugs — id collisions, naive ts, batch parity (#673); decouple auto-hybrid term cap from OR-recall cap (#672) kg: stop cold-storage rows leaking into default search un-down-ranked — search now excludes cold unless include_cold=true (mirrors archived), and cold ranks below archived in the blend's status multipliers (#950) calibration: correct severe lower-bin underconfidence, not just cap it (#668) responses: honest verdict provenance + reconcile position/thread_size (#670); reconcile six API-response honesty inconsistencies (#665) dashboard: inner deadline degrades slow fleet read instead of a 15s hang (#666) dialectic: real timer for stuck-session auto-resolve (#564); exclude non-reasoning agents from reviewer auto-selection (#664) watcher: P002 required-token + bound-cue drops kill the cap-adjacent false-positive class (#602); checkout-independent state dir + proof-rebind on check-in (#595) anomalies: label frozen-window anomalies stale instead of presenting them as current (#653) metrics: zero-observation responses stop asserting seed-derived assessments (#605) sdk: bound + retry the MCP connect handshake (#559); loud anchor-write failures + typed 503 backoff (#647) Documentation land the UNITARES trust contract (v0.2, grounded) rewrite README for clarity, reduce invented jargon (#695) wave-3 §5.2 boundary-cost audit summary + RFC v0.3.3 fold (#600) Tests strengthen suite and delivery gates (#693); guard CHRONICLER_SERIES_NAMES against scraper drift (#697); isolate the watcher suite from the live server and real log (#658)",TRUE,FALSE,"https://openalex.org/W7201956064","ema",TRUE,FALSE,TRUE,TRUE,"ok","mistral-medium-3.5-128b","v2","2026-08-13 10:19:27 CEST",FALSE,FALSE,FALSE,"unclear","low",1,"Title and abstract describe software/AI-agent governance (e.g., BEAM, orchestrator, lifecycle, dashboard) with no human-subject ESM/EMA data collection or reusable dataset.","{ ""relevant_esm"": false, ""empirical_study"": false, ""data_openly_available"": false, ""data_access_route"": ""unclear"", ""priority"": ""low"", ""confidence"": 1.0, ""reason"": ""Title and abstract describe software/AI-agent governance (e.g., BEAM, orchestrator, lifecycle, dashboard) with no human-subject ESM/EMA data collection or reusable dataset."" }",
"10.70917/ijcisim-2026-4353","https://doi.org/10.70917/ijcisim-2026-4353","openalex","2026-08-08","Evaluation of Large Language Models for Natural Language to SQL Query Generation: A Comparative Study Using Exact Match and Execution Accuracy","Decisions are being made based on data, and the demands for easy-to-use interfaces that enable users to simply type in a question to a relational database without having to be a Structured Query Language (SQL) expert have increased. Although the development of Large Language Models (LLMs) has seen remarkable advancements in the past few years, and has led to the emergence of LLMs that have significantly improved the generation of SQL from natural language (Text-to-SQL)[1], there is a relative lack of systematic comparisons between the latest commercial LLMs that has been tested against a series of graded SQL complexity levels with both syntactic and execution-based metrics. This research aims to assess and contrast ChatGPT, Google Gemini, DeepSeek, and Microsoft Copilot for their accuracy and efficacy in creating SQL queries from natural language queries. In a quantitative experimental design, 100 natural language questions were given using a purpose-built benchmark, with six types of queries that included simple retrieval, filtering, joins, aggregation, GROUP BY and HAVING, and nested subqueries. The results of the models were assessed using the manually written and validated ground truth query, with the use of normalised Exact Match Accuracy (EMA) and Execution Accuracy (EXA). The best overall results (EMA 97%, EXA 97%) were obtained by ChatGPT. The Copilot scored EMA 56% and EXA 96%, DeepSeek EMA 55% and EXA 93% and Gemini the lowest with a score of EMA 36% and EXA 87%. The large margin between EMA and EXA for the models (+51 points, +40 points, +38 points) demonstrates the significant shortcomings of exact-match scoring when it comes to assessing real-world skills for producing valid but structurally different SQL. The study empirically demonstrates comparative behaviours of the current LLMs, and suggests the use of execution-aware evaluation in the studies and deployment of Text-to-SQL.",TRUE,FALSE,"https://openalex.org/W7202182029","ema",TRUE,FALSE,TRUE,TRUE,"ok","mistral-medium-3.5-128b","v2","2026-08-13 10:19:30 CEST",FALSE,TRUE,FALSE,"unclear","low",1,"The paper is about LLM evaluation for Text-to-SQL, not human-subject ESM/EMA research. EMA here refers to Exact Match Accuracy, not Ecological Momentary Assessment.","{ ""relevant_esm"": false, ""empirical_study"": true, ""data_openly_available"": false, ""data_access_route"": ""unclear"", ""priority"": ""low"", ""confidence"": 1, ""reason"": ""The paper is about LLM evaluation for Text-to-SQL, not human-subject ESM/EMA research. EMA here refers to Exact Match Accuracy, not Ecological Momentary Assessment."" }",
,,"openalex","2026-08-08","Improving the Comparability of Momentary Affect Assessments: The Role of Item-Specific Effects in Within-Person Affect Dynamics","A primary objective of intensive longitudinal studies is to investigate within- person dynamics. In this context, item heterogeneity plays a critical role, as within-person processes may vary across items within a scale. A common exam- ple is the assessment of momentary affect using adjective lists (e.g., sad, angry, anxious, stressed), where each item captures different facets of positive or neg- ative affect, providing unique and non-interchangeable information. However, standard practices often overlook item heterogeneity by aggregating item scores or assuming a single within-person factor in dynamic structural equation mod- els. This simplification does not permit a fine-grained analysis of within-person dynamics and compromises cross-study comparability when item pools differ across studies. In this article, we reanalyze five large-scale intensive longitudinal datasets assessing momentary affect to illustrate how item heterogeneity can be explicitly modeled. We introduce a flexible modeling approach that accommo- dates item-specific and person-specific dynamics while improving comparability across studies, based on residualized dynamic structural equation modeling with reference items. We compare this method to conventional modeling strategies and provide practical guidance for addressing item heterogeneity in the analysis of intensive longitudinal data.",TRUE,FALSE,"https://openalex.org/W7202102712","intensive longitudinal",TRUE,FALSE,TRUE,FALSE,"ok","mistral-medium-3.5-128b","v2","2026-08-13 10:19:33 CEST",TRUE,TRUE,FALSE,"unclear","medium",0.9,"Reanalyzes five large-scale intensive longitudinal datasets with momentary affect assessments (ESM/EMA), but data access is not explicitly stated as open or requestable.","{ ""relevant_esm"": true, ""empirical_study"": true, ""data_openly_available"": false, ""data_access_route"": ""unclear"", ""priority"": ""medium"", ""confidence"": 0.9, ""reason"": ""Reanalyzes five large-scale intensive longitudinal datasets with momentary affect assessments (ESM/EMA), but data access is not explicitly stated as open or requestable."" }",
,,"osf_psyarxiv","2026-08-08","Improving the Comparability of Momentary Affect Assessments: The Role of Item-Specific Effects in Within-Person Affect Dynamics","A primary objective of intensive longitudinal studies is to investigate within-
person dynamics. In this context, item heterogeneity plays a critical role, as
within-person processes may vary across items within a scale. A common exam-
ple is the assessment of momentary affect using adjective lists (e.g., sad, angry,
anxious, stressed), where each item captures different facets of positive or neg-
ative affect, providing unique and non-interchangeable information. However,
standard practices often overlook item heterogeneity by aggregating item scores or assuming a single within-person factor in dynamic structural equation mod-
els. This simplification does not permit a fine-grained analysis of within-person
dynamics and compromises cross-study comparability when item pools differ
across studies. In this article, we reanalyze five large-scale intensive longitudinal
datasets assessing momentary affect to illustrate how item heterogeneity can be
explicitly modeled. We introduce a flexible modeling approach that accommo-
dates item-specific and person-specific dynamics while improving comparability
across studies, based on residualized dynamic structural equation modeling with
reference items. We compare this method to conventional modeling strategies
and provide practical guidance for addressing item heterogeneity in the analysis
of intensive longitudinal data.",TRUE,TRUE,"9vrtn_v1",,TRUE,FALSE,TRUE,FALSE,"ok","mistral-medium-3.5-128b","v2","2026-08-13 10:19:36 CEST",TRUE,TRUE,FALSE,"unclear","medium",0.9,"Reanalyzes five large-scale intensive longitudinal datasets with momentary affect assessments (ESM/EMA), but data access is not explicitly stated as open or requestable.","{ ""relevant_esm"": true, ""empirical_study"": true, ""data_openly_available"": false, ""data_access_route"": ""unclear"", ""priority"": ""medium"", ""confidence"": 0.9, ""reason"": ""Reanalyzes five large-scale intensive longitudinal datasets with momentary affect assessments (ESM/EMA), but data access is not explicitly stated as open or requestable."" }",
,,"osf_psyarxiv","2026-08-08","Exploring the Temporal Dynamics of Interpersonal Variability and Personality Functioning at Within- and Between-Person Levels","Introduction: Behavioral and affective instability in interpersonal interactions, a common struggle for individuals with personality dysfunction, poses a significant challenge for clinicians and serves as a major obstacle preventing them from making progress in their lives. This study examined the relationship between interpersonal variability and personality functioning using multilevel modeling, as well as the unique explanatory power of interpersonal variability beyond its mean-level. 
Methods: This study combines a longitudinal approach with experience sampling features, collecting monthly data from 342 adults over six months. Personality functioning was assessed with the Level of Personality Functioning Scale Self-Report (LPFS-SR), and interpersonal behaviors (submissive, quarrelsome), perception of other’s behavior, and affects (positive and negative) were assessed with self-report measures.
Results: Variability in quarrelsome behavior, perception of other's behavior, and negative affect were significantly associated with personality functioning at within-person and between-person levels. However, the relationships between variability in submissive behavior, positive affect, and personality functioning diverged at each level. Moreover, variability in submissive behavior and perception of other's behavior accounted for additional variance beyond mean-levels. 
Conclusion: Results suggest the importance of considering not only the degree but also the temporal variability of interpersonal behaviors and affects in constructing personalized models of personality dysfunction.",TRUE,FALSE,"drb8g_v5",,TRUE,FALSE,TRUE,FALSE,"ok","mistral-medium-3.5-128b","v2","2026-08-13 10:19:40 CEST",TRUE,TRUE,FALSE,"unclear","medium",0.9,"Empirical ESM study with repeated measurements (experience sampling over six months) but no explicit mention of open/public data or access route.","{ ""relevant_esm"": true, ""empirical_study"": true, ""data_openly_available"": false, ""data_access_route"": ""unclear"", ""priority"": ""medium"", ""confidence"": 0.9, ""reason"": ""Empirical ESM study with repeated measurements (experience sampling over six months) but no explicit mention of open/public data or access route."" }",
"10.1007/s43153-026-00704-1","https://doi.org/10.1007/s43153-026-00704-1","openalex","2026-08-07","Environmental risk assessment of antineoplastic drugs: A case study in Florianópolis, Southern Brazil","Antineoplastic drugs are extensively used in cancer therapy and are mainly released into the environment via patient excretion. Due to their toxicological, mutagenic, and cytostatic effects, these compounds may pose risks to aquatic ecosystems and human health. This study assessed antineoplastic drug consumption in the Florianópolis region (southern Brazil) over a 1-year period using data from two high-complexity oncology centers. A total of 43 drugs were identified, with capecitabine, hydroxycarbamide, and fluorouracil showing the highest consumption rates (140.2, 113.0, and 11.6 µg.inhab -1 .day -1 , respectively). An environmental risk assessment was conducted in accordance with the European Medicines Agency (EMA) framework. Predicted Environmental Concentrations (PECs) were estimated for all compounds, and 20 drugs met the criteria for Phase II evaluation, although only 13 could be evaluated due to the availability of ecotoxicological data. Risk Quotient (RQ) analysis indicated that only imatinib initially presented RQ > 1; however, its RQ decreased to 1 in Phase II tier B. Overall, no significant environmental risk was identified, with RQ values ranging from 0.325 (imatinib) to 1.1 × 10 − 6 (ifosfamide), well below moderate-risk thresholds. Physicochemical properties indicated bioconcentration potential for mitotane, tamoxifen, and diethylstilbestrol, and high persistence for vinblastine. These results reinforce the need for long-term, compound-specific monitoring and future regulatory guidelines for antineoplastic drugs as emerging contaminants.",TRUE,FALSE,"https://openalex.org/W7201846000","ema",TRUE,FALSE,TRUE,TRUE,"ok","mistral-medium-3.5-128b","v2","2026-08-13 10:19:43 CEST",FALSE,TRUE,FALSE,"unclear","low",1,"Study is about environmental risk assessment of antineoplastic drugs, not human-subject ESM/EMA research. EMA here refers to European Medicines Agency, not ecological momentary assessment.","{ ""relevant_esm"": false, ""empirical_study"": true, ""data_openly_available"": false, ""data_access_route"": ""unclear"", ""priority"": ""low"", ""confidence"": 1, ""reason"": ""Study is about environmental risk assessment of antineoplastic drugs, not human-subject ESM/EMA research. EMA here refers to European Medicines Agency, not ecological momentary assessment."" }",
"10.1016/j.jaut.2026.103608","https://doi.org/10.1016/j.jaut.2026.103608","openalex","2026-08-07","A systematic review of abatacept and belatacept in immune-mediated diseases","BACKGROUND: Abatacept (ABA) and belatacept (BEL) are immunomodulatory fusion proteins in which the extracellular domain of cytotoxic T-lymphocyte-associated protein 4 (CTLA-4) is linked to the Fc fragment of human IgG1. Functionally, they bind to cell surface antigens CD80 and CD86 on antigen-presenting cells, thereby preventing CD28-mediated costimulatory signaling. This systematic review aims to evaluate the clinical efficacy of ABA and BEL in immune-mediated diseases, focusing on indications currently not approved by the United States Food and Drug Administration (FDA) or the European Medicines Agency (EMA). METHODS: We searched PubMed and Web of Science for reports describing clinical efficacy of ABA or BEL in at least one patient with immune-mediated conditions outside FDA/EMA-approved indications. The Preferred Reporting Items for Systematic Reviews and Meta-Analyses checklist guided our data reporting. RESULTS: Of 5333 articles initially extracted, 2778 unique records were screened after de-duplication, and 96 matched our criteria and were included in this study. ABA was beneficial in patients diagnosed with Sjögren's syndrome (particularly secondary forms); autoimmunity in association with immunodeficiency; early, inflammatory and normal-like subtypes of systemic sclerosis; scleroderma; arthritis in systemic lupus erythematosus; inflammatory myopathies (polymyositis, immune-mediated necrotizing myositis, and antisynthetase syndrome); and giant-cell arteritis. Lower-level evidence studies reported positive results using ABA to treat granulomatosis with polyangiitis; relapsing polychondritis; sarcoidosis; and inflammatory eye diseases. Results of several studies highlighted the positive impact of ABA on arthritis in patients taking this drug for other indications. Likewise, several autoimmune diseases responded effectively to ABA when used to treat concomitant rheumatoid arthritis. Positive serological responses suggesting downstream modulation of B cell activation were reported in several randomized controlled trials. BEL was used after kidney transplantation in patients with proteinuric kidney disease or lupus nephritis, and in a few non-transplanted CTLA-4 haploinsufficiency carriers for immunodeficiency-associated autoimmunity. CONCLUSIONS: Our results provide a comprehensive summary of the efficacy of ABA and BEL across a broad spectrum of autoimmune diseases.",TRUE,FALSE,"https://openalex.org/W7201866405","ema",TRUE,FALSE,TRUE,TRUE,"ok","mistral-medium-3.5-128b","v2","2026-08-13 10:19:46 CEST",FALSE,FALSE,FALSE,"unclear","low",1,"Systematic review unrelated to ESM/EMA; focuses on clinical efficacy of abatacept and belatacept in immune-mediated diseases.","{ ""relevant_esm"": false, ""empirical_study"": false, ""data_openly_available"": false, ""data_access_route"": ""unclear"", ""priority"": ""low"", ""confidence"": 1.0, ""reason"": ""Systematic review unrelated to ESM/EMA; focuses on clinical efficacy of abatacept and belatacept in immune-mediated diseases."" }",
"10.1038/s41598-026-64529-1","https://doi.org/10.1038/s41598-026-64529-1","openalex","2026-08-07","Organic solvent-free micellar liquid chromatographic determination of amoxicillin, chlorzoxazone, and ibuprofen in pharmaceutical and biological matrices","Athletes are frequently prescribed combination therapies to manage bacterial infections and musculoskeletal injuries, often involving amoxicillin (AMX), ibuprofen (IBU), and chlorzoxazone (CHL). However, their co-administration presents analytical challenges due to the structural diversity of these drugs within complex matrices. Simultaneous quantification of these agents is particularly demanding in the context of pharmacokinetic studies, therapeutic drug monitoring, and pharmaceutical quality control, where sensitivity, selectivity, and matrix compatibility are essential. To address this challenge, the present study introduces a rapid, robust micellar liquid chromatographic (MLC) method demonstrating an environmentally favorable profile relative to conventional acetonitrile-based RP-HPLC comparators, for the simultaneous determination of AMX, CHL, and IBU in their combined pharmaceutical dosage forms, and human plasma samples. The method utilizes a short RP-C18 column i.e., 75 mm, with UV detection at 220 nm, achieving complete separation of all three analytes in under 6 min using a low impact micellar mobile phase composed of sodium lauryl sulfate (SDS), Brij-35, and potassium dihydrogen phosphate at pH 3.0. Method validation was performed according to ICH guidelines, demonstrating linearity (R² > 0.999), accuracy (98.6-101.1%), adequate sensitivity (LOD: 0.44-0.74 µg/mL; LOQ: 1.32-2.25 µg/mL), and excellent baseline resolution between adjacent peaks (Rs > 4.5) across the concentration range of 2.5-25 µg/mL for all three analytes. Environmental sustainability was quantitatively assessed; the proposed method achieved an Eco-scale score of 87, compared to 68-78 for previously reported RP-HPLC methods, providing a quantitative basis for the green chemistry comparison. In alignment with green chemistry principles, the method's environmental sustainability was further evaluated using multiple metrics including the Analytical Eco-Scale, GAPI, AGREE, BAGI, and RGB12 tools. The collective results indicate that the proposed method's environmental profile compares favorably with previously reported RP-HPLC procedures, though it is acknowledged that the applied greenness metrics do not fully capture potential environmental persistence of non-ionic surfactants such as Brij-35 at high concentrations. Within the validated scope, the method demonstrates preliminary suitability for pharmaceutical quality control and therapeutic concentration monitoring; full bioanalytical validation per FDA/EMA guidance is recommended prior to pharmacokinetic applications. It is acknowledged that acetonitrile use in the plasma preparation step is included in the environmental assessments, and that long-term sustainability of the surfactant system at high concentrations warrants further evaluation.",TRUE,FALSE,"https://openalex.org/W7201886255","ema",TRUE,FALSE,TRUE,TRUE,"ok","mistral-medium-3.5-128b","v2","2026-08-13 10:19:49 CEST",FALSE,TRUE,FALSE,"unclear","low",1,"The study focuses on analytical chemistry (chromatographic method development) and is unrelated to human-subject ESM/EMA research.","{ ""relevant_esm"": false, ""empirical_study"": true, ""data_openly_available"": false, ""data_access_route"": ""unclear"", ""priority"": ""low"", ""confidence"": 1.0, ""reason"": ""The study focuses on analytical chemistry (chromatographic method development) and is unrelated to human-subject ESM/EMA research."" }",
"10.1111/dme.70433","https://doi.org/10.1111/dme.70433","openalex","2026-08-07","Ecological momentary assessment in adolescents with type 1 diabetes mellitus: A scoping review","AIMS: To conduct a scoping review of the application of ecological momentary assessment (EMA) in adolescents with type 1 diabetes (T1DM), providing references for future research and practice in this field. METHODS: This review followed the JBI scoping review methodology framework and systematically searched 10 databases, including CNKI, Wanfang, VIP, CBM, PubMed, Web of Science, Cochrane Library, EMbase, PsycINFO and CINAHL, from the establishment of the databases to 29 September 2025. The included literature was summarised and analysed. RESULTS: Sixteen studies were included. EMA was used to investigate self-management, glycaemic control, psychosocial factors and cognitive function in adolescents with T1DM. Key findings revealed dynamic, real-time associations: self-management behaviours showed time- and context-dependent effects on glycaemic control (e.g. higher risk of omissions in mornings or social situations); affect and glucose levels exhibited bidirectional interactions, with negative affect impairing and positive affect improving glycaemic stability; social environment (peer and family support) and cognitive function (e.g. executive function) significantly moderated management outcomes. Most identified associations were within-person and contemporaneous; few studies examined between-person differences or time-lagged predictive effects. EMA demonstrated acceptable feasibility across diverse protocols. However, considerable methodological heterogeneity existed across studies, and most evidence was limited to Western populations. CONCLUSION: EMA is a feasible method for managing type 1 diabetes in adolescents and is capable of capturing real-time, dynamic associations among behaviour, affect, social context and glycaemic control. Future research should prioritise methodological standardisation, develop culturally adapted assessment tools and explore real-time intervention strategies to enable precise and personalised diabetes management. From a clinical perspective, EMA can guide individualised care by identifying high-risk time windows (e.g. mornings), social contexts (e.g. peer dining) and emotional triggers (e.g. negative affect), supporting targeted patient education, just-in-time behavioural reminders and collaborative mental health interventions.",TRUE,FALSE,"https://openalex.org/W7201851272","ecological momentary assessment",TRUE,TRUE,TRUE,FALSE,"ok","mistral-medium-3.5-128b","v2","2026-08-13 10:19:52 CEST",FALSE,FALSE,FALSE,"unclear","low",1,"Scoping review, not original empirical ESM/EMA data collection or dataset description.","{ ""relevant_esm"": false, ""empirical_study"": false, ""data_openly_available"": false, ""data_access_route"": ""unclear"", ""priority"": ""low"", ""confidence"": 1, ""reason"": ""Scoping review, not original empirical ESM/EMA data collection or dataset description."" }",
"10.1117/12.3119631","https://doi.org/10.1117/12.3119631","openalex","2026-08-07","FADED: unlocking few-shot defect detection via frequency-domain augmentation and distillation enhancement","Few-Shot Object Detection (FSOD) is particularly relevant to industrial defect inspection, where defects are rare, heterogeneous, and labeled data are scarce. A key challenge is the severe lack of support-set variance, which leads to overfitting and unstable fine-tuning. We present FADED (Frequency-domain Augmentation and Distillation Enhancement Detection), a “Generate–Stabilize” framework for industrial FSOD. FADED combines Frequency-Domain Data Augmentation (FDDA) to synthesize diverse defect appearances by Fourier-domain fusion (leveraging the common phase/structure vs. amplitude/style intuition), and Multi-source Online Distillation and Alignment (MODA) to stabilize fine-tuning with an EMA teacher and multi-level alignment (feature/RPN/logit) plus logit standardization. Across four industrial benchmarks, FADED consistently improves novel performance over a strong Cascade R-CNN baseline and yields a better base–novel trade-off under 𝐾 ∈ {5, 10, 30} shots. We also study an optional CVAE RoI-feature regularizer in ablations but avoid it in main results due to run-to-run instability. Code is available at https://github.com/MaxML154/FADED.",TRUE,FALSE,"https://openalex.org/W7201873837","ema",TRUE,FALSE,TRUE,TRUE,"ok","mistral-medium-3.5-128b","v2","2026-08-13 10:19:55 CEST",FALSE,FALSE,FALSE,"unclear","low",1,"Paper is about few-shot object detection (FSOD) in industrial defect inspection, not human-subject ESM/EMA research. EMA here refers to an exponential moving average teacher, not ecological momentary assessment.","{ ""relevant_esm"": false, ""empirical_study"": false, ""data_openly_available"": false, ""data_access_route"": ""unclear"", ""priority"": ""low"", ""confidence"": 1.0, ""reason"": ""Paper is about few-shot object detection (FSOD) in industrial defect inspection, not human-subject ESM/EMA research. EMA here refers to an exponential moving average teacher, not ecological momentary assessment."" }",
"10.17605/osf.io/92zr8","https://doi.org/10.17605/osf.io/92zr8","openalex","2026-08-07","Ecological Momentary Assessment in Patients Receiving Dialysis: A Scoping Review","Patients receiving dialysis experience substantial symptom burdens, including fatigue, sleep disturbance, pruritus, pain, and psychological distress, which negatively affect quality of life. However, traditional patient-reported outcome measures often rely on retrospective recall and may not fully capture real-time symptom fluctuations and daily-life experiences. Ecological Momentary Assessment (EMA) is an emerging digital approach that enables repeated, real-time assessment of symptoms, behaviours, and contextual factors in patients’ natural environments. This project aims to map the current application of EMA among patients receiving dialysis, including study characteristics, assessed outcomes, methodological approaches, feasibility, and clinical implications. Through a scoping review of existing literature, this study will identify how EMA has been used in dialysis populations and summarize its potential benefits and challenges. The expected outcomes are to clarify the role of EMA in improving symptom monitoring, supporting individualized nursing care, and providing directions for future research on patient-centred dialysis management.",TRUE,FALSE,"https://openalex.org/W7201877114","ecological momentary assessment",TRUE,TRUE,TRUE,FALSE,"ok","mistral-medium-3.5-128b","v2","2026-08-13 10:19:58 CEST",FALSE,FALSE,FALSE,"unclear","low",1,"Scoping review, not original human-subject ESM/EMA data collection or dataset.","{ ""relevant_esm"": false, ""empirical_study"": false, ""data_openly_available"": false, ""data_access_route"": ""unclear"", ""priority"": ""low"", ""confidence"": 1, ""reason"": ""Scoping review, not original human-subject ESM/EMA data collection or dataset."" }",
"10.17605/osf.io/dwk3m","https://doi.org/10.17605/osf.io/dwk3m","openalex","2026-08-07","Prospective Predictors of Binge Eating in Eating Disorder Samples: A Systematic Review and Meta-analysis of Ecological Momentary Assessment Studies","The aim of this systematic review and meta-analysis is to analyze ecological momentary assessment (EMA) studies examining time-lagged predictors of binge eating episodes among individuals with clinically diagnosed eating disorders. By focusing specifically on prospective associations, this review seeks to clarify which momentary factors precede binge eating episodes and may contribute to their onset, thereby providing a more precise overview of potential short-term risk processes in naturalistic settings. Further details are provided in the preregistration document.",TRUE,FALSE,"https://openalex.org/W7202127985","ecological momentary assessment",TRUE,TRUE,TRUE,FALSE,"api_error","mistral-medium-3.5-128b","v2","2026-08-13 10:20:15 CEST",,,,,,,,,"HTTP 429 Too Many Requests."
